customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
rq78687,oregon,M,College,2945.998877,89410,74,0,Personal Auto,Four-Door Car,95.997363
ze42703,nevada,M,Bachelor,4863.470811,52728,127,1,Corporate Auto,SUV,609.6
lz34164,nevada,F,Bachelor,4892.617128,43199,61,0,Personal Auto,Four-Door Car,334.007478
co44659,arizona,F,Bachelor,3337.59441,43510,83,0,Personal Auto,Four-Door Car,238.088581
yq53901,washington,F,Bachelor,5246.278375,28909,66,0,Personal Auto,Two-Door Car,456.702735
lx46285,oregon,F,Master,9031.214859,0,122,0,Personal Auto,Sports Car,650.52179
gh90738,oregon,F,Bachelor,3580.076125,71176,91,2,Personal Auto,Two-Door Car,278.072755
fk10455,california,M,Bachelor,9802.548509,84429,123,0,Personal Auto,SUV,115.07234
gj77362,california,M,Bachelor,4825.651946,61613,61,1,Special Auto,Four-Door Car,40.562432
wj26538,california,M,Master,3203.303695,68370,80,0,Personal Auto,Four-Door Car,244.158446
in67175,california,F,College,5659.139938,52389,72,1,Personal Auto,Four-Door Car,345.6
la52988,oregon,F,High School or Below,4144.868939,64478,103,0,Personal Auto,SUV,8.281829
zh89968,washington,F,High School or Below,13770.97618,59207,116,0,Personal Auto,Four-Door Car,556.8
ya17061,nevada,F,High School or Below,3716.479655,17162,96,0,Corporate Auto,Four-Door Car,460.8
nt76210,nevada,M,Bachelor,3123.080994,0,101,4,Personal Auto,SUV,960.115399
xl58577,california,M,Bachelor,12168.74492,14973,115,0,Personal Auto,SUV,828.0
wj57919,california,M,College,2674.730716,56342,69,0,Special Auto,Four-Door Car,331.2
fg77231,oregon,F,Bachelor,12741.84754,73054,106,1,Personal Auto,SUV,419.365958
uh32376,nevada,M,Bachelor,4037.547258,21586,106,0,Personal Auto,Two-Door Car,1056.291709
ra43827,oregon,F,High School or Below,8628.303301,0,117,0,Special Auto,SUV,842.4
wa67245,oregon,F,High School or Below,22093.61618,24193,185,0,Personal Auto,Sports Car,785.367947
gt65478,oregon,F,College,8217.427595,84815,68,0,Personal Auto,Four-Door Car,279.996658
sz35936,oregon,F,High School or Below,26197.41498,18495,113,0,Corporate Auto,SUV,542.4
at41276,california,M,Bachelor,8110.536059,36554,70,1,Personal Auto,Two-Door Car,433.38842
jd94356,oregon,F,Bachelor,4766.367352,0,68,0,Personal Auto,Four-Door Car,656.959783
pu88199,oregon,M,High School or Below,8819.018934,99845,110,1,Corporate Auto,SUV,528.0
or33365,california,F,College,5171.272924,0,69,0,Corporate Auto,Two-Door Car,344.469652
kq36942,california,M,Bachelor,3896.572719,10853,104,0,Corporate Auto,SUV,350.306385
ln62857,california,F,Master,6005.027312,23749,77,0,Personal Auto,Four-Door Car,151.550875
gy99465,oregon,F,College,6869.185344,0,69,2,Corporate Auto,Four-Door Car,331.2
jv58396,california,M,Bachelor,3054.541283,0,88,0,Personal Auto,Four-Door Car,422.4
wc83553,oregon,M,College,4874.216555,92783,61,0,Personal Auto,Two-Door Car,6.671268
cb95310,arizona,F,Doctor,2747.429661,83502,68,0,Personal Auto,Four-Door Car,368.963633
yy71144,oregon,M,College,8717.049833,83846,74,3,Personal Auto,Four-Door Car,355.2
tp96247,oregon,F,High School or Below,4099.659085,18606,110,1,Personal Auto,SUV,568.844905
hc16500,arizona,M,Doctor,8189.967712,72191,68,0,Personal Auto,Four-Door Car,209.387509
am29546,oregon,M,College,5225.03143,57733,66,0,Personal Auto,Two-Door Car,393.528054
zm31116,arizona,M,Doctor,7949.28426,63688,99,0,Personal Auto,Four-Door Car,475.2
vg40704,california,F,College,3135.405606,55855,79,0,Personal Auto,Four-Door Car,272.9955
pj73790,oregon,F,Bachelor,3939.00637,60021,99,0,Special Auto,Four-Door Car,882.871945
ke36052,arizona,M,High School or Below,5325.724541,0,73,0,Corporate Auto,Two-Door Car,496.474767
hw97280,california,M,High School or Below,19483.24011,74300,122,0,Personal Auto,SUV,354.55391
wx10701,washington,M,Bachelor,3459.230941,0,96,0,Corporate Auto,Four-Door Car,460.8
cc16034,oregon,F,High School or Below,17103.79173,51747,71,0,Personal Auto,Four-Door Car,340.8
ya83600,arizona,F,High School or Below,2753.312714,28887,73,2,Personal Auto,Four-Door Car,425.81795
ue10014,arizona,M,High School or Below,12866.89474,0,189,0,Personal Auto,Luxury Car,1415.579302
nv11692,nevada,F,Bachelor,4420.248983,0,68,3,Personal Auto,Four-Door Car,546.420009
xj52902,nevada,M,High School or Below,2756.472584,43540,70,0,Corporate Auto,Two-Door Car,117.585017
ei89831,nevada,F,Bachelor,7743.918426,96961,64,0,Corporate Auto,Two-Door Car,81.377259
zy57929,arizona,F,College,8169.746083,32799,104,0,Personal Auto,SUV,499.2
ki70852,nevada,F,Bachelor,3569.864625,0,101,0,Personal Auto,SUV,1201.085226
wd38067,california,F,Bachelor,10656.88195,72540,88,0,Personal Auto,Two-Door Car,631.743039
nq45562,california,M,Master,7092.635635,35173,180,2,Personal Auto,Sports Car,415.331869
ru75129,washington,F,High School or Below,2777.341885,65431,69,0,Personal Auto,Four-Door Car,331.2
kc16062,arizona,F,High School or Below,7550.41865,0,100,0,Corporate Auto,SUV,480.0
vk57280,washington,M,Bachelor,4727.354548,0,72,0,Personal Auto,Four-Door Car,345.6
ap90638,arizona,M,High School or Below,14274.55485,0,84,0,Personal Auto,Four-Door Car,604.8
gf12712,california,F,High School or Below,9559.340024,40672,121,0,Corporate Auto,SUV,580.8
qq26855,california,F,High School or Below,8879.790017,52583,113,0,Personal Auto,SUV,528.20086
zj90079,arizona,F,College,5525.470004,64816,69,0,Corporate Auto,Four-Door Car,331.2
ce75354,california,F,Bachelor,5923.208,36685,74,0,Corporate Auto,Four-Door Car,355.2
cp38401,oregon,M,High School or Below,8501.652884,0,136,3,Personal Auto,Sports Car,979.2
zz42291,california,F,Master,40235.9731,77143,125,3,Personal Auto,SUV,176.006384
ei57866,arizona,M,Master,2584.824329,60942,64,0,Special Auto,Two-Door Car,288.205261
kl39986,arizona,F,High School or Below,19278.81715,0,61,0,Personal Auto,Two-Door Car,366.604732
pl18921,oregon,F,Master,11981.98481,21514,62,0,Personal Auto,Two-Door Car,257.248789
sr71068,washington,M,High School or Below,3933.813993,25927,103,0,Personal Auto,SUV,674.973614
jm47657,oregon,F,High School or Below,2491.257604,25965,65,0,Personal Auto,Four-Door Car,329.206567
jz54775,arizona,F,Bachelor,7431.664369,27688,92,0,Personal Auto,Four-Door Car,572.352362
lo57469,oregon,F,High School or Below,7865.182898,75490,97,0,Corporate Auto,Four-Door Car,43.084332
da99797,oregon,F,Bachelor,15978.91049,33871,136,0,Personal Auto,SUV,933.624655
wa63124,nevada,F,College,2113.85703,0,65,2,Personal Auto,Four-Door Car,468.0
yv97407,california,M,College,8661.735884,85470,109,0,Personal Auto,SUV,523.2
uq71296,washington,M,College,5625.307768,97095,70,0,Personal Auto,Four-Door Car,208.035411
ly14687,washington,F,College,4592.150374,73604,114,0,Personal Auto,SUV,184.222768
am32820,california,M,Bachelor,3709.919724,0,112,0,Personal Auto,SUV,1082.898726
zp47993,california,F,Bachelor,8208.929715,40646,103,0,Personal Auto,Four-Door Car,494.4
wn13366,arizona,F,High School or Below,5595.389905,74454,71,0,Personal Auto,Four-Door Car,340.8
mk87221,arizona,F,High School or Below,3413.62256,18168,87,0,Personal Auto,Two-Door Car,417.6
bc77846,nevada,M,High School or Below,6325.030596,0,89,0,Personal Auto,Two-Door Car,614.572672
yl27602,oregon,M,Master,6393.874612,0,66,2,Personal Auto,Four-Door Car,316.8
qs70017,arizona,M,Bachelor,8738.401013,43597,110,0,Personal Auto,Two-Door Car,528.0
pz80067,oregon,M,High School or Below,4836.394361,0,140,0,Personal Auto,SUV,672.0
fv62588,oregon,M,High School or Below,24967.75842,66825,69,0,Personal Auto,Four-Door Car,70.031111
in56924,california,F,High School or Below,5409.955926,0,62,5,Personal Auto,Four-Door Car,297.6
ix67925,california,M,Bachelor,2344.233188,0,74,1,Personal Auto,Four-Door Car,532.8
is58553,oregon,F,High School or Below,15173.96841,22448,126,0,Personal Auto,SUV,604.8
ab78984,oregon,M,College,11124.20636,42596,96,0,Personal Auto,Four-Door Car,42.293622
wn13947,oregon,M,Bachelor,4863.266809,0,70,0,Corporate Auto,Four-Door Car,646.785442
va91846,arizona,M,College,5577.54128,97868,70,1,Special Auto,Two-Door Car,267.786573
km58067,california,F,High School or Below,4526.94696,92921,112,0,Personal Auto,SUV,109.28708
el42453,washington,M,Bachelor,2519.569496,41372,64,0,Personal Auto,Four-Door Car,307.2
tp10619,california,F,High School or Below,4892.422239,26660,63,0,Personal Auto,Two-Door Car,453.6
ah41065,washington,M,High School or Below,18943.26899,58851,79,1,Personal Auto,Four-Door Car,494.187643
ss63511,california,M,High School or Below,8564.768226,95697,107,0,Corporate Auto,Sports Car,178.006524
ne21279,california,F,Master,4419.539523,0,112,0,Personal Auto,SUV,537.6
tn71995,arizona,M,Bachelor,5637.740051,0,84,1,Personal Auto,Four-Door Car,403.2
om13505,washington,M,Bachelor,5047.483378,81741,64,0,Corporate Auto,Four-Door Car,186.448395
ki83797,oregon,F,College,4913.118904,48295,63,0,Personal Auto,Four-Door Car,290.301553
sh60585,nevada,F,High School or Below,5799.063709,65538,72,0,Personal Auto,Four-Door Car,261.341223
gu33167,oregon,M,College,5568.984683,53997,69,0,Personal Auto,Four-Door Car,345.158393
bx20846,oregon,F,College,3861.486269,93272,95,0,Personal Auto,Four-Door Car,281.110788
vk69632,california,F,Bachelor,2912.913958,68899,74,0,Personal Auto,Two-Door Car,66.103422
ru72450,california,M,Bachelor,6980.325287,0,67,0,Corporate Auto,Four-Door Car,321.6
kn15789,nevada,F,High School or Below,6769.324811,0,97,0,Personal Auto,Four-Door Car,698.4
gg29821,oregon,M,Bachelor,8193.555045,54950,103,0,Corporate Auto,SUV,480.578584
rn98239,california,M,High School or Below,7519.133631,96306,95,1,Personal Auto,Four-Door Car,185.355353
ne83217,nevada,F,Bachelor,3746.03079,70342,96,1,Personal Auto,Four-Door Car,685.907341
yu72630,arizona,M,High School or Below,2592.437797,72421,65,0,Personal Auto,Four-Door Car,312.0
ez80325,california,F,Bachelor,4548.291613,0,132,3,Personal Auto,Sports Car,950.4
ce41738,oregon,F,College,2885.002508,77748,72,0,Personal Auto,Two-Door Car,7.214579
hf15113,oregon,F,Bachelor,4883.551402,19096,64,0,Personal Auto,Two-Door Car,374.8996
wz83320,arizona,F,Master,9061.057741,73876,112,0,Personal Auto,Four-Door Car,419.303041
xx31571,washington,M,High School or Below,16728.34386,0,237,0,Personal Auto,Luxury Car,1706.4
us90854,oregon,M,Bachelor,11177.7521,20742,100,0,Personal Auto,SUV,455.851876
fx55357,arizona,M,College,4364.311891,44804,114,0,Corporate Auto,SUV,778.350073
lr32149,arizona,F,Bachelor,22940.38215,52993,64,0,Personal Auto,Four-Door Car,304.699889
uk66803,oregon,F,Bachelor,4926.282836,49185,61,0,Corporate Auto,Two-Door Car,126.950071
vo87159,oregon,F,High School or Below,23086.36478,69240,194,0,Personal Auto,Luxury SUV,744.769131
qk23524,oregon,F,Bachelor,5149.301306,26877,131,0,Personal Auto,SUV,628.8
zq37164,arizona,F,Bachelor,8016.747629,82828,67,1,Personal Auto,Four-Door Car,217.472776
fg47217,california,M,Bachelor,2538.857089,99824,63,0,Special Auto,Four-Door Car,302.4
fq46354,california,M,Bachelor,10498.92645,30352,89,0,Personal Auto,Four-Door Car,146.110685
ag56998,oregon,M,College,2448.646138,0,69,0,Corporate Auto,Two-Door Car,331.2
kg23128,oregon,M,Bachelor,6057.07208,27681,83,0,Personal Auto,Two-Door Car,398.4
nx34811,nevada,F,Bachelor,8295.837442,85478,103,0,Personal Auto,Two-Door Car,224.159416
py79729,oregon,F,High School or Below,2786.661219,94310,70,4,Corporate Auto,Four-Door Car,430.769347
vj64329,oregon,F,College,25464.82059,13663,97,0,Corporate Auto,Four-Door Car,465.6
co71312,arizona,F,High School or Below,11469.62991,10384,151,0,Personal Auto,SUV,914.434097
vg83453,california,M,Doctor,3557.368368,17272,93,0,Personal Auto,Two-Door Car,446.4
jd78271,nevada,F,College,8317.302513,64367,104,0,Personal Auto,SUV,96.431061
xm69101,oregon,M,Bachelor,7601.951104,47519,96,0,Personal Auto,Two-Door Car,245.248248
hk30754,arizona,M,College,9426.971158,26263,85,0,Special Auto,Two-Door Car,475.159732
wj47053,oregon,M,Bachelor,6418.849149,0,63,0,Personal Auto,Two-Door Car,556.85728
hx36471,california,F,High School or Below,6788.084852,0,93,0,Personal Auto,Two-Door Car,855.341729
hs66275,california,F,High School or Below,3358.660979,77309,83,0,Personal Auto,Two-Door Car,596.320943
mb75636,oregon,F,College,2439.930981,50876,61,0,Personal Auto,Four-Door Car,171.248196
kb35786,oregon,M,Bachelor,4505.85011,20284,65,1,Personal Auto,Four-Door Car,532.806637
lx42787,california,M,College,2309.596399,22567,69,0,Personal Auto,Four-Door Car,496.8
ss34897,california,M,Bachelor,2541.523959,63546,64,0,Personal Auto,Four-Door Car,131.813652
zq92997,nevada,M,High School or Below,6414.081362,0,89,0,Personal Auto,Four-Door Car,640.8
ob66874,oregon,F,College,2585.206268,28137,65,0,Personal Auto,Two-Door Car,312.0
le74625,california,M,Master,2961.31408,22608,77,0,Personal Auto,Four-Door Car,369.6
qn60028,california,M,Bachelor,2759.978287,92296,69,0,Corporate Auto,Two-Door Car,331.2
gv19121,oregon,M,College,3341.6835,0,69,5,Personal Auto,Two-Door Car,331.2
ps43764,washington,M,High School or Below,5169.49937,12430,73,0,Special Auto,Four-Door Car,350.4
yw60802,oregon,F,High School or Below,4117.37239,0,116,0,Personal Auto,SUV,1301.796063
ui80897,washington,M,High School or Below,5552.596353,50470,71,0,Corporate Auto,Two-Door Car,377.498287
vv35420,arizona,M,High School or Below,7285.030983,44788,61,0,Personal Auto,Four-Door Car,386.031248
rw61528,nevada,F,College,13916.93446,52423,119,1,Corporate Auto,Four-Door Car,571.2
lt60268,nevada,F,College,11044.42715,29696,139,0,Personal Auto,SUV,478.107847
va77345,oregon,F,College,3531.039178,26884,89,0,Special Auto,Four-Door Car,238.132215
wg15595,california,M,College,2759.618207,64388,69,0,Personal Auto,Two-Door Car,331.2
fz45665,oregon,F,Bachelor,6500.409697,0,61,0,Personal Auto,Four-Door Car,292.8
mm90239,oregon,M,High School or Below,6369.262355,34498,83,0,Personal Auto,Two-Door Car,398.4
ug18431,arizona,M,Bachelor,13083.48622,73060,108,0,Special Auto,SUV,518.4
be78308,oregon,M,Bachelor,2150.906016,0,63,0,Personal Auto,Two-Door Car,453.6
em29019,arizona,F,Bachelor,8447.888167,61337,105,0,Personal Auto,SUV,2.54009
sk37917,nevada,M,College,5075.420953,0,73,0,Corporate Auto,Two-Door Car,350.4
dd68171,arizona,F,Bachelor,3527.851585,59496,88,0,Personal Auto,Four-Door Car,189.144728
nf20746,oregon,F,Bachelor,13061.51639,0,180,0,Personal Auto,Luxury Car,1474.267145
py48656,arizona,F,Master,6259.510365,37813,78,1,Corporate Auto,Four-Door Car,39.781368
ao42003,oregon,F,College,16681.32634,55907,104,0,Corporate Auto,SUV,499.2
dk41858,arizona,F,College,5791.610721,80480,72,0,Personal Auto,Four-Door Car,242.842607
ty20016,oregon,M,Bachelor,7980.488637,72734,66,0,Personal Auto,Two-Door Car,195.218968
oh76118,washington,F,High School or Below,2767.499996,0,72,0,Personal Auto,Four-Door Car,22.326388
iz79227,arizona,M,Bachelor,2975.256549,36548,76,0,Personal Auto,Four-Door Car,547.2
hn10814,arizona,M,Master,4178.586494,62113,104,0,Personal Auto,SUV,5.894778
od25312,arizona,M,College,4734.257944,0,67,0,Personal Auto,Four-Door Car,747.458052
zr32858,california,F,Bachelor,4315.788632,41252,109,0,Personal Auto,SUV,514.059402
fc68244,oregon,M,High School or Below,6126.568309,61139,76,0,Personal Auto,Four-Door Car,364.8
vs86041,arizona,F,Bachelor,2694.599099,26744,68,0,Corporate Auto,Two-Door Car,326.4
eq82942,california,F,Bachelor,9338.08481,0,132,0,Personal Auto,SUV,950.4
ze82255,california,F,College,18680.99387,74640,66,0,Corporate Auto,Four-Door Car,375.514273
da79544,oregon,M,Bachelor,2551.349248,88126,64,1,Personal Auto,Four-Door Car,151.973156
wg33213,california,F,Bachelor,2808.078361,55005,70,1,Personal Auto,Four-Door Car,336.0
dp97298,california,M,High School or Below,9710.286449,33190,123,0,Personal Auto,Sports Car,40.950769
jh73645,california,M,High School or Below,15190.65404,0,71,4,Personal Auto,Four-Door Car,839.593218
sk98708,oregon,F,College,4069.776372,0,117,0,Corporate Auto,Four-Door Car,609.801279
zz62245,oregon,F,High School or Below,6612.220871,0,97,2,Personal Auto,Four-Door Car,669.399277
au46604,california,M,Bachelor,2030.783687,0,64,1,Personal Auto,Four-Door Car,731.479725
hd44279,arizona,F,Bachelor,5090.44875,25226,71,1,Personal Auto,Four-Door Car,340.8
ls99940,california,F,Master,3353.381136,63398,83,0,Personal Auto,Four-Door Car,292.206784
ey27917,oregon,M,Master,8532.989751,30092,108,0,Personal Auto,SUV,192.265438
zj22033,washington,M,College,2647.519741,37876,69,0,Corporate Auto,Four-Door Car,300.056383
tz60132,oregon,F,High School or Below,6071.907243,12201,84,0,Corporate Auto,Four-Door Car,604.8
xg74199,oregon,M,College,9061.767848,37970,115,0,Personal Auto,SUV,124.967415
ym74115,nevada,M,Bachelor,2531.586761,28898,67,0,Corporate Auto,Four-Door Car,82.811346
lo48126,oregon,F,High School or Below,2467.129805,23845,61,0,Personal Auto,Four-Door Car,292.8
nm37561,california,M,High School or Below,7408.167551,62810,187,1,Corporate Auto,Luxury Car,32.874675
hw19141,oregon,F,Bachelor,3452.414955,65773,89,4,Corporate Auto,Four-Door Car,245.308491
od21455,california,M,Bachelor,4481.387593,0,69,0,Personal Auto,Four-Door Car,232.183503
wn14477,california,M,Bachelor,21235.44557,0,86,0,Personal Auto,Four-Door Car,568.746405
yk88644,nevada,M,Master,3370.074728,0,95,1,Personal Auto,Four-Door Car,476.903351
yo41331,oregon,F,College,3746.751625,41479,94,1,Personal Auto,Two-Door Car,19.575683
pb39857,california,M,Master,5129.608404,72433,126,0,Personal Auto,SUV,343.139611
nw67881,oregon,M,Bachelor,12300.005,74586,103,0,Personal Auto,SUV,494.4
bn13780,california,F,Bachelor,18065.27192,0,234,0,Personal Auto,Luxury SUV,1135.141469
ez70847,washington,F,College,19644.76296,67326,69,0,Corporate Auto,Four-Door Car,331.2
yr75102,arizona,M,College,35900.07644,25285,114,0,Personal Auto,SUV,547.2
rs30611,arizona,M,High School or Below,6838.767672,15871,89,0,Personal Auto,Four-Door Car,427.2
qt61438,oregon,M,Master,6519.287872,38795,82,1,Corporate Auto,Two-Door Car,393.6
md44130,oregon,M,High School or Below,5712.380598,24882,72,0,Corporate Auto,Two-Door Car,345.6
ms78828,nevada,F,College,5126.54272,33169,128,0,Personal Auto,SUV,614.4
dg31826,california,M,Bachelor,4984.618655,86305,62,0,Corporate Auto,Four-Door Car,80.73124
ww67905,oregon,M,High School or Below,4102.199975,0,112,0,Corporate Auto,SUV,537.6
ls92540,california,F,College,4111.197013,32210,103,0,Corporate Auto,SUV,494.4
rp92511,nevada,M,Bachelor,11085.87709,69090,139,0,Personal Auto,Sports Car,387.222556
lk63879,california,F,High School or Below,4745.680421,0,63,0,Personal Auto,Four-Door Car,523.337427
bt20606,arizona,M,Doctor,5837.528088,83308,73,1,Personal Auto,Four-Door Car,419.471438
ww31823,oregon,F,High School or Below,19190.31894,39034,68,0,Personal Auto,Four-Door Car,466.446708
mn79082,oregon,M,College,6444.076976,46750,82,1,Corporate Auto,Two-Door Car,672.026958
id89933,oregon,F,Doctor,7255.577594,39786,91,1,Personal Auto,Four-Door Car,365.835977
nm77390,nevada,M,High School or Below,8197.712164,56788,108,5,Special Auto,SUV,579.710188
nn79124,nevada,M,Bachelor,4554.911887,90156,114,0,Personal Auto,SUV,388.346716
df97701,oregon,F,Bachelor,7069.740965,63867,89,1,Corporate Auto,Four-Door Car,432.361631
